review_cost,protocol,model,threshold,tp,fp,fn,review_cost_total,fn_loss_total,total_cost
2.0,stratified,logistic_regression,0.63,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.64,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.65,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.66,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.67,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.68,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.69,49,9,46,116.0,10568.17,10684.17
2.0,stratified,logistic_regression,0.7,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.71,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.72,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.73,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.74,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.75,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.76,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.77,48,9,47,114.0,10668.16,10782.16
2.0,stratified,logistic_regression,0.78,47,9,48,112.0,10668.919999999998,10780.919999999998
2.0,stratified,logistic_regression,0.79,46,9,49,110.0,10669.92,10779.92
2.0,stratified,logistic_regression,0.8,46,9,49,110.0,10669.92,10779.92
2.0,stratified,logistic_regression,0.81,46,9,49,110.0,10669.92,10779.92
2.0,stratified,logistic_regression,0.82,45,9,50,108.0,10769.91,10877.91
2.0,stratified,logistic_regression,0.83,44,9,51,106.0,10775.820000000002,10881.820000000002
2.0,stratified,logistic_regression,0.84,44,9,51,106.0,10775.820000000002,10881.820000000002
2.0,stratified,logistic_regression,0.85,44,9,51,106.0,10775.820000000002,10881.820000000002
2.0,stratified,logistic_regression,0.86,44,9,51,106.0,10775.820000000002,10881.820000000002
2.0,stratified,logistic_regression,0.87,43,9,52,104.0,11503.73,11607.73
2.0,stratified,logistic_regression,0.88,42,9,53,102.0,11603.720000000001,11705.720000000001
2.0,stratified,logistic_regression,0.89,42,9,53,102.0,11603.720000000001,11705.720000000001
2.0,stratified,logistic_regression,0.9,42,9,53,102.0,11603.720000000001,11705.720000000001
2.0,stratified,logistic_regression,0.91,39,9,56,96.0,12554.37,12650.37
2.0,stratified,logistic_regression,0.92,39,9,56,96.0,12554.37,12650.37
2.0,stratified,logistic_regression,0.93,38,9,57,94.0,12587.96,12681.96
2.0,stratified,logistic_regression,0.94,37,9,58,92.0,13308.34,13400.34
2.0,stratified,logistic_regression,0.95,37,8,58,90.0,13308.34,13398.34
2.0,stratified,logistic_regression,0.96,36,7,59,86.0,13308.340000000002,13394.340000000002
2.0,stratified,logistic_regression,0.97,34,7,61,82.0,13409.33,13491.33
2.0,stratified,logistic_regression,0.98,29,7,66,72.0,13754.84,13826.84
2.0,stratified,logistic_regression,0.99,21,7,74,56.0,14017.26,14073.26
5.0,stratified,logistic_regression,0.01,76,75,19,755.0,3781.34,4536.34
5.0,stratified,logistic_regression,0.02,75,38,20,565.0,4021.27,4586.27
5.0,stratified,logistic_regression,0.03,73,23,22,480.0,4030.27,4510.27
5.0,stratified,logistic_regression,0.04,72,18,23,450.0,4049.31,4499.3099999999995
5.0,stratified,logistic_regression,0.05,72,15,23,435.0,4049.31,4484.3099999999995
5.0,stratified,logistic_regression,0.06,72,15,23,435.0,4049.31,4484.3099999999995
5.0,stratified,logistic_regression,0.07,71,15,24,430.0,4051.5299999999997,4481.53
5.0,stratified,logistic_regression,0.08,70,15,25,425.0,4768.68,5193.68
5.0,stratified,logistic_regression,0.09,70,15,25,425.0,4768.68,5193.68
5.0,stratified,logistic_regression,0.1,70,15,25,425.0,4768.68,5193.68
5.0,stratified,logistic_regression,0.11,70,15,25,425.0,4768.68,5193.68
5.0,stratified,logistic_regression,0.12,70,14,25,420.0,4768.68,5188.68
5.0,stratified,logistic_regression,0.13,70,14,25,420.0,4768.68,5188.68
5.0,stratified,logistic_regression,0.14,70,14,25,420.0,4768.68,5188.68
5.0,stratified,logistic_regression,0.15,68,14,27,410.0,5631.2,6041.2
5.0,stratified,logistic_regression,0.16,66,14,29,400.0,5978.139999999999,6378.139999999999
5.0,stratified,logistic_regression,0.17,66,14,29,400.0,5978.139999999999,6378.139999999999
5.0,stratified,logistic_regression,0.18,65,13,30,390.0,5978.14,6368.14
5.0,stratified,logistic_regression,0.19,65,13,30,390.0,5978.14,6368.14
5.0,stratified,logistic_regression,0.2,64,13,31,385.0,5984.410000000001,6369.410000000001
5.0,stratified,logistic_regression,0.21,63,13,32,380.0,5985.41,6365.41
5.0,stratified,logistic_regression,0.22,63,13,32,380.0,5985.41,6365.41
5.0,stratified,logistic_regression,0.23,62,13,33,375.0,5997.72,6372.72
5.0,stratified,logistic_regression,0.24,62,13,33,375.0,5997.72,6372.72
5.0,stratified,logistic_regression,0.25,62,12,33,370.0,5997.72,6367.72
5.0,stratified,logistic_regression,0.26,62,12,33,370.0,5997.72,6367.72
5.0,stratified,logistic_regression,0.27,62,11,33,365.0,5997.72,6362.72
5.0,stratified,logistic_regression,0.28,62,11,33,365.0,5997.72,6362.72
5.0,stratified,logistic_regression,0.29,60,11,35,355.0,6333.83,6688.83
5.0,stratified,logistic_regression,0.3,58,11,37,345.0,8147.300000000001,8492.300000000001
5.0,stratified,logistic_regression,0.31,57,11,38,340.0,8748.03,9088.03
5.0,stratified,logistic_regression,0.32,57,11,38,340.0,8748.03,9088.03
5.0,stratified,logistic_regression,0.33,57,11,38,340.0,8748.03,9088.03
5.0,stratified,logistic_regression,0.34,57,11,38,340.0,8748.03,9088.03
5.0,stratified,logistic_regression,0.35,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.36,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.37,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.38,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.39,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.4,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.41,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.42,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.43,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.44,57,10,38,335.0,8748.03,9083.03
5.0,stratified,logistic_regression,0.45,56,10,39,330.0,8748.71,9078.71
5.0,stratified,logistic_regression,0.46,54,10,41,320.0,10104.96,10424.96
5.0,stratified,logistic_regression,0.47,53,10,42,315.0,10366.18,10681.18
5.0,stratified,logistic_regression,0.48,53,10,42,315.0,10366.18,10681.18
5.0,stratified,logistic_regression,0.49,53,10,42,315.0,10366.18,10681.18
5.0,stratified,logistic_regression,0.5,53,9,42,310.0,10366.18,10676.18
5.0,stratified,logistic_regression,0.51,52,9,43,305.0,10401.179999999998,10706.179999999998
5.0,stratified,logistic_regression,0.52,51,9,44,300.0,10466.18,10766.18
5.0,stratified,logistic_regression,0.53,51,9,44,300.0,10466.18,10766.18
5.0,stratified,logistic_regression,0.54,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.55,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.56,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.57,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.58,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.59,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.6,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.61,50,9,45,295.0,10468.18,10763.18
5.0,stratified,logistic_regression,0.62,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.63,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.64,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.65,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.66,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.67,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.68,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.69,49,9,46,290.0,10568.17,10858.17
5.0,stratified,logistic_regression,0.7,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.71,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.72,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.73,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.74,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.75,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.76,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.77,48,9,47,285.0,10668.16,10953.16
5.0,stratified,logistic_regression,0.78,47,9,48,280.0,10668.919999999998,10948.919999999998
5.0,stratified,logistic_regression,0.79,46,9,49,275.0,10669.92,10944.92
5.0,stratified,logistic_regression,0.8,46,9,49,275.0,10669.92,10944.92
5.0,stratified,logistic_regression,0.81,46,9,49,275.0,10669.92,10944.92
5.0,stratified,logistic_regression,0.82,45,9,50,270.0,10769.91,11039.91
5.0,stratified,logistic_regression,0.83,44,9,51,265.0,10775.820000000002,11040.820000000002
5.0,stratified,logistic_regression,0.84,44,9,51,265.0,10775.820000000002,11040.820000000002
5.0,stratified,logistic_regression,0.85,44,9,51,265.0,10775.820000000002,11040.820000000002
5.0,stratified,logistic_regression,0.86,44,9,51,265.0,10775.820000000002,11040.820000000002
5.0,stratified,logistic_regression,0.87,43,9,52,260.0,11503.73,11763.73
5.0,stratified,logistic_regression,0.88,42,9,53,255.0,11603.720000000001,11858.720000000001
5.0,stratified,logistic_regression,0.89,42,9,53,255.0,11603.720000000001,11858.720000000001
5.0,stratified,logistic_regression,0.9,42,9,53,255.0,11603.720000000001,11858.720000000001
5.0,stratified,logistic_regression,0.91,39,9,56,240.0,12554.37,12794.37
5.0,stratified,logistic_regression,0.92,39,9,56,240.0,12554.37,12794.37
5.0,stratified,logistic_regression,0.93,38,9,57,235.0,12587.96,12822.96
5.0,stratified,logistic_regression,0.94,37,9,58,230.0,13308.34,13538.34
5.0,stratified,logistic_regression,0.95,37,8,58,225.0,13308.34,13533.34
5.0,stratified,logistic_regression,0.96,36,7,59,215.0,13308.340000000002,13523.340000000002
5.0,stratified,logistic_regression,0.97,34,7,61,205.0,13409.33,13614.33
5.0,stratified,logistic_regression,0.98,29,7,66,180.0,13754.84,13934.84
5.0,stratified,logistic_regression,0.99,21,7,74,140.0,14017.26,14157.26
10.0,stratified,logistic_regression,0.01,76,75,19,1510.0,3781.34,5291.34
10.0,stratified,logistic_regression,0.02,75,38,20,1130.0,4021.27,5151.27
10.0,stratified,logistic_regression,0.03,73,23,22,960.0,4030.27,4990.27
10.0,stratified,logistic_regression,0.04,72,18,23,900.0,4049.31,4949.3099999999995
10.0,stratified,logistic_regression,0.05,72,15,23,870.0,4049.31,4919.3099999999995
10.0,stratified,logistic_regression,0.06,72,15,23,870.0,4049.31,4919.3099999999995
10.0,stratified,logistic_regression,0.07,71,15,24,860.0,4051.5299999999997,4911.53
10.0,stratified,logistic_regression,0.08,70,15,25,850.0,4768.68,5618.68
10.0,stratified,logistic_regression,0.09,70,15,25,850.0,4768.68,5618.68
10.0,stratified,logistic_regression,0.1,70,15,25,850.0,4768.68,5618.68
10.0,stratified,logistic_regression,0.11,70,15,25,850.0,4768.68,5618.68
10.0,stratified,logistic_regression,0.12,70,14,25,840.0,4768.68,5608.68
10.0,stratified,logistic_regression,0.13,70,14,25,840.0,4768.68,5608.68
10.0,stratified,logistic_regression,0.14,70,14,25,840.0,4768.68,5608.68
10.0,stratified,logistic_regression,0.15,68,14,27,820.0,5631.2,6451.2
10.0,stratified,logistic_regression,0.16,66,14,29,800.0,5978.139999999999,6778.139999999999
10.0,stratified,logistic_regression,0.17,66,14,29,800.0,5978.139999999999,6778.139999999999
10.0,stratified,logistic_regression,0.18,65,13,30,780.0,5978.14,6758.14
10.0,stratified,logistic_regression,0.19,65,13,30,780.0,5978.14,6758.14
10.0,stratified,logistic_regression,0.2,64,13,31,770.0,5984.410000000001,6754.410000000001
10.0,stratified,logistic_regression,0.21,63,13,32,760.0,5985.41,6745.41
10.0,stratified,logistic_regression,0.22,63,13,32,760.0,5985.41,6745.41
10.0,stratified,logistic_regression,0.23,62,13,33,750.0,5997.72,6747.72
10.0,stratified,logistic_regression,0.24,62,13,33,750.0,5997.72,6747.72
10.0,stratified,logistic_regression,0.25,62,12,33,740.0,5997.72,6737.72
10.0,stratified,logistic_regression,0.26,62,12,33,740.0,5997.72,6737.72
10.0,stratified,logistic_regression,0.27,62,11,33,730.0,5997.72,6727.72
10.0,stratified,logistic_regression,0.28,62,11,33,730.0,5997.72,6727.72
10.0,stratified,logistic_regression,0.29,60,11,35,710.0,6333.83,7043.83
10.0,stratified,logistic_regression,0.3,58,11,37,690.0,8147.300000000001,8837.300000000001
10.0,stratified,logistic_regression,0.31,57,11,38,680.0,8748.03,9428.03
10.0,stratified,logistic_regression,0.32,57,11,38,680.0,8748.03,9428.03
10.0,stratified,logistic_regression,0.33,57,11,38,680.0,8748.03,9428.03
10.0,stratified,logistic_regression,0.34,57,11,38,680.0,8748.03,9428.03
10.0,stratified,logistic_regression,0.35,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.36,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.37,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.38,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.39,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.4,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.41,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.42,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.43,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.44,57,10,38,670.0,8748.03,9418.03
10.0,stratified,logistic_regression,0.45,56,10,39,660.0,8748.71,9408.71
10.0,stratified,logistic_regression,0.46,54,10,41,640.0,10104.96,10744.96
10.0,stratified,logistic_regression,0.47,53,10,42,630.0,10366.18,10996.18
10.0,stratified,logistic_regression,0.48,53,10,42,630.0,10366.18,10996.18
10.0,stratified,logistic_regression,0.49,53,10,42,630.0,10366.18,10996.18
10.0,stratified,logistic_regression,0.5,53,9,42,620.0,10366.18,10986.18
10.0,stratified,logistic_regression,0.51,52,9,43,610.0,10401.179999999998,11011.179999999998
10.0,stratified,logistic_regression,0.52,51,9,44,600.0,10466.18,11066.18
10.0,stratified,logistic_regression,0.53,51,9,44,600.0,10466.18,11066.18
10.0,stratified,logistic_regression,0.54,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.55,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.56,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.57,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.58,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.59,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.6,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.61,50,9,45,590.0,10468.18,11058.18
10.0,stratified,logistic_regression,0.62,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.63,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.64,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.65,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.66,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.67,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.68,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.69,49,9,46,580.0,10568.17,11148.17
10.0,stratified,logistic_regression,0.7,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.71,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.72,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.73,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.74,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.75,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.76,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.77,48,9,47,570.0,10668.16,11238.16
10.0,stratified,logistic_regression,0.78,47,9,48,560.0,10668.919999999998,11228.919999999998
10.0,stratified,logistic_regression,0.79,46,9,49,550.0,10669.92,11219.92
10.0,stratified,logistic_regression,0.8,46,9,49,550.0,10669.92,11219.92
10.0,stratified,logistic_regression,0.81,46,9,49,550.0,10669.92,11219.92
10.0,stratified,logistic_regression,0.82,45,9,50,540.0,10769.91,11309.91
10.0,stratified,logistic_regression,0.83,44,9,51,530.0,10775.820000000002,11305.820000000002
10.0,stratified,logistic_regression,0.84,44,9,51,530.0,10775.820000000002,11305.820000000002
10.0,stratified,logistic_regression,0.85,44,9,51,530.0,10775.820000000002,11305.820000000002
10.0,stratified,logistic_regression,0.86,44,9,51,530.0,10775.820000000002,11305.820000000002
10.0,stratified,logistic_regression,0.87,43,9,52,520.0,11503.73,12023.73
10.0,stratified,logistic_regression,0.88,42,9,53,510.0,11603.720000000001,12113.720000000001
10.0,stratified,logistic_regression,0.89,42,9,53,510.0,11603.720000000001,12113.720000000001
10.0,stratified,logistic_regression,0.9,42,9,53,510.0,11603.720000000001,12113.720000000001
10.0,stratified,logistic_regression,0.91,39,9,56,480.0,12554.37,13034.37
10.0,stratified,logistic_regression,0.92,39,9,56,480.0,12554.37,13034.37
10.0,stratified,logistic_regression,0.93,38,9,57,470.0,12587.96,13057.96
10.0,stratified,logistic_regression,0.94,37,9,58,460.0,13308.34,13768.34
10.0,stratified,logistic_regression,0.95,37,8,58,450.0,13308.34,13758.34
10.0,stratified,logistic_regression,0.96,36,7,59,430.0,13308.340000000002,13738.340000000002
10.0,stratified,logistic_regression,0.97,34,7,61,410.0,13409.33,13819.33
10.0,stratified,logistic_regression,0.98,29,7,66,360.0,13754.84,14114.84
10.0,stratified,logistic_regression,0.99,21,7,74,280.0,14017.26,14297.26
25.0,stratified,logistic_regression,0.01,76,75,19,3775.0,3781.34,7556.34
25.0,stratified,logistic_regression,0.02,75,38,20,2825.0,4021.27,6846.27
25.0,stratified,logistic_regression,0.03,73,23,22,2400.0,4030.27,6430.27
25.0,stratified,logistic_regression,0.04,72,18,23,2250.0,4049.31,6299.3099999999995
25.0,stratified,logistic_regression,0.05,72,15,23,2175.0,4049.31,6224.3099999999995
25.0,stratified,logistic_regression,0.06,72,15,23,2175.0,4049.31,6224.3099999999995
25.0,stratified,logistic_regression,0.07,71,15,24,2150.0,4051.5299999999997,6201.53
25.0,stratified,logistic_regression,0.08,70,15,25,2125.0,4768.68,6893.68
25.0,stratified,logistic_regression,0.09,70,15,25,2125.0,4768.68,6893.68
25.0,stratified,logistic_regression,0.1,70,15,25,2125.0,4768.68,6893.68
25.0,stratified,logistic_regression,0.11,70,15,25,2125.0,4768.68,6893.68
25.0,stratified,logistic_regression,0.12,70,14,25,2100.0,4768.68,6868.68
25.0,stratified,logistic_regression,0.13,70,14,25,2100.0,4768.68,6868.68
25.0,stratified,logistic_regression,0.14,70,14,25,2100.0,4768.68,6868.68
25.0,stratified,logistic_regression,0.15,68,14,27,2050.0,5631.2,7681.2
25.0,stratified,logistic_regression,0.16,66,14,29,2000.0,5978.139999999999,7978.139999999999
25.0,stratified,logistic_regression,0.17,66,14,29,2000.0,5978.139999999999,7978.139999999999
25.0,stratified,logistic_regression,0.18,65,13,30,1950.0,5978.14,7928.14
25.0,stratified,logistic_regression,0.19,65,13,30,1950.0,5978.14,7928.14
25.0,stratified,logistic_regression,0.2,64,13,31,1925.0,5984.410000000001,7909.410000000001
25.0,stratified,logistic_regression,0.21,63,13,32,1900.0,5985.41,7885.41
25.0,stratified,logistic_regression,0.22,63,13,32,1900.0,5985.41,7885.41
25.0,stratified,logistic_regression,0.23,62,13,33,1875.0,5997.72,7872.72
25.0,stratified,logistic_regression,0.24,62,13,33,1875.0,5997.72,7872.72
25.0,stratified,logistic_regression,0.25,62,12,33,1850.0,5997.72,7847.72
25.0,stratified,logistic_regression,0.26,62,12,33,1850.0,5997.72,7847.72
25.0,stratified,logistic_regression,0.27,62,11,33,1825.0,5997.72,7822.72
25.0,stratified,logistic_regression,0.28,62,11,33,1825.0,5997.72,7822.72
25.0,stratified,logistic_regression,0.29,60,11,35,1775.0,6333.83,8108.83
25.0,stratified,logistic_regression,0.3,58,11,37,1725.0,8147.300000000001,9872.300000000001
25.0,stratified,logistic_regression,0.31,57,11,38,1700.0,8748.03,10448.03
25.0,stratified,logistic_regression,0.32,57,11,38,1700.0,8748.03,10448.03
25.0,stratified,logistic_regression,0.33,57,11,38,1700.0,8748.03,10448.03
25.0,stratified,logistic_regression,0.34,57,11,38,1700.0,8748.03,10448.03
25.0,stratified,logistic_regression,0.35,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.36,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.37,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.38,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.39,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.4,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.41,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.42,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.43,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.44,57,10,38,1675.0,8748.03,10423.03
25.0,stratified,logistic_regression,0.45,56,10,39,1650.0,8748.71,10398.71
25.0,stratified,logistic_regression,0.46,54,10,41,1600.0,10104.96,11704.96
25.0,stratified,logistic_regression,0.47,53,10,42,1575.0,10366.18,11941.18
25.0,stratified,logistic_regression,0.48,53,10,42,1575.0,10366.18,11941.18
25.0,stratified,logistic_regression,0.49,53,10,42,1575.0,10366.18,11941.18
25.0,stratified,logistic_regression,0.5,53,9,42,1550.0,10366.18,11916.18
25.0,stratified,logistic_regression,0.51,52,9,43,1525.0,10401.179999999998,11926.179999999998
25.0,stratified,logistic_regression,0.52,51,9,44,1500.0,10466.18,11966.18
25.0,stratified,logistic_regression,0.53,51,9,44,1500.0,10466.18,11966.18
25.0,stratified,logistic_regression,0.54,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.55,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.56,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.57,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.58,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.59,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.6,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.61,50,9,45,1475.0,10468.18,11943.18
25.0,stratified,logistic_regression,0.62,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.63,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.64,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.65,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.66,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.67,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.68,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.69,49,9,46,1450.0,10568.17,12018.17
25.0,stratified,logistic_regression,0.7,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.71,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.72,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.73,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.74,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.75,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.76,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.77,48,9,47,1425.0,10668.16,12093.16
25.0,stratified,logistic_regression,0.78,47,9,48,1400.0,10668.919999999998,12068.919999999998
25.0,stratified,logistic_regression,0.79,46,9,49,1375.0,10669.92,12044.92
25.0,stratified,logistic_regression,0.8,46,9,49,1375.0,10669.92,12044.92
25.0,stratified,logistic_regression,0.81,46,9,49,1375.0,10669.92,12044.92
25.0,stratified,logistic_regression,0.82,45,9,50,1350.0,10769.91,12119.91
25.0,stratified,logistic_regression,0.83,44,9,51,1325.0,10775.820000000002,12100.820000000002
25.0,stratified,logistic_regression,0.84,44,9,51,1325.0,10775.820000000002,12100.820000000002
25.0,stratified,logistic_regression,0.85,44,9,51,1325.0,10775.820000000002,12100.820000000002
25.0,stratified,logistic_regression,0.86,44,9,51,1325.0,10775.820000000002,12100.820000000002
25.0,stratified,logistic_regression,0.87,43,9,52,1300.0,11503.73,12803.73
25.0,stratified,logistic_regression,0.88,42,9,53,1275.0,11603.720000000001,12878.720000000001
25.0,stratified,logistic_regression,0.89,42,9,53,1275.0,11603.720000000001,12878.720000000001
25.0,stratified,logistic_regression,0.9,42,9,53,1275.0,11603.720000000001,12878.720000000001
25.0,stratified,logistic_regression,0.91,39,9,56,1200.0,12554.37,13754.37
25.0,stratified,logistic_regression,0.92,39,9,56,1200.0,12554.37,13754.37
25.0,stratified,logistic_regression,0.93,38,9,57,1175.0,12587.96,13762.96
25.0,stratified,logistic_regression,0.94,37,9,58,1150.0,13308.34,14458.34
25.0,stratified,logistic_regression,0.95,37,8,58,1125.0,13308.34,14433.34
25.0,stratified,logistic_regression,0.96,36,7,59,1075.0,13308.340000000002,14383.340000000002
25.0,stratified,logistic_regression,0.97,34,7,61,1025.0,13409.33,14434.33
25.0,stratified,logistic_regression,0.98,29,7,66,900.0,13754.84,14654.84
25.0,stratified,logistic_regression,0.99,21,7,74,700.0,14017.26,14717.26
2.0,stratified,dnn,0.01,76,39,19,230.0,3785.79,4015.79
2.0,stratified,dnn,0.02,75,24,20,198.0,3786.5499999999997,3984.5499999999997
2.0,stratified,dnn,0.03,74,17,21,182.0,3788.7699999999995,3970.7699999999995
2.0,stratified,dnn,0.04,74,14,21,176.0,3788.7699999999995,3964.7699999999995
2.0,stratified,dnn,0.05,73,11,22,168.0,3792.56,3960.56
2.0,stratified,dnn,0.06,73,11,22,168.0,3792.56,3960.56
2.0,stratified,dnn,0.07,73,11,22,168.0,3792.56,3960.56
2.0,stratified,dnn,0.08,73,9,22,164.0,3792.56,3956.56
2.0,stratified,dnn,0.09,72,8,23,160.0,3804.8699999999994,3964.8699999999994
2.0,stratified,dnn,0.1,71,8,24,158.0,4044.8,4202.8
2.0,stratified,dnn,0.11,71,8,24,158.0,4044.8,4202.8
2.0,stratified,dnn,0.12,71,8,24,158.0,4044.8,4202.8
